code,code_type,description,code_class
N05.4,ICD10CM,Unspecified nephritic syndrome with diffuse endocapillary proliferative glomerulonephritis,rend
N05.6,ICD10CM,Unspecified nephritic syndrome with dense deposit disease,rend
N05.2,ICD10CM,Unspecified nephritic syndrome with diffuse membranous glomerulonephritis,rend
N05.5,ICD10CM,Unspecified nephritic syndrome with diffuse mesangiocapillary glomerulonephritis,rend
N05.7,ICD10CM,Unspecified nephritic syndrome with diffuse crescentic glomerulonephritis,rend
Z99.2,ICD10CM,Dependence on renal dialysis,rend
N18.2,ICD10CM,"Chronic kidney disease, stage 2 (mild)",rend
N18.4,ICD10CM,"Chronic kidney disease, stage 4 (severe)",rend
N18.9,ICD10CM,"Chronic kidney disease, unspecified",rend
N03.2,ICD10CM,Chronic nephritic syndrome with diffuse membranous glomerulonephritis,rend
N19,ICD10CM,Unspecified kidney failure,rend
N25.0,ICD10CM,Renal osteodystrophy,rend
N18.31,ICD10CM,"Chronic kidney disease, stage 3a",rend
N18.32,ICD10CM,"Chronic kidney disease, stage 3b",rend
N18.30,ICD10CM,"Chronic kidney disease, stage 3 unspecified",rend
C22.0,ICD10CM,Liver cell carcinoma,canc
C90.02,ICD10CM,Multiple myeloma in relapse,canc
C90.12,ICD10CM,Plasma cell leukemia in relapse,canc
C91.Z2,ICD10CM,"Other lymphoid leukemia, in relapse",canc
C91.92,ICD10CM,"Lymphoid leukemia, unspecified, in relapse",canc
C92.32,ICD10CM,"Myeloid sarcoma, in relapse",canc
C92.Z2,ICD10CM,"Other myeloid leukemia, in relapse",canc
C92.92,ICD10CM,"Myeloid leukemia, unspecified in relapse",canc
C93.Z2,ICD10CM,"Other monocytic leukemia, in relapse",canc
C93.92,ICD10CM,"Monocytic leukemia, unspecified in relapse",canc
C94.82,ICD10CM,"Other specified leukemias, in relapse",canc
C95.02,ICD10CM,"Acute leukemia of unspecified cell type, in relapse",canc
C95.12,ICD10CM,"Chronic leukemia of unspecified cell type, in relapse",canc
C93.12,ICD10CM,"Chronic myelomonocytic leukemia, in relapse",canc
C94.32,ICD10CM,"Mast cell leukemia, in relapse",canc
C94.22,ICD10CM,"Acute megakaryoblastic leukemia, in relapse",canc
C00.6,ICD10CM,"Malignant neoplasm of commissure of lip, unspecified",canc
C06.80,ICD10CM,Malignant neoplasm of overlapping sites of unspecified parts of mouth,canc
C06.89,ICD10CM,Malignant neoplasm of overlapping sites of other parts of mouth,canc
C22.8,ICD10CM,"Malignant neoplasm of liver, primary, unspecified as to type",canc
C34.00,ICD10CM,Malignant neoplasm of unspecified main bronchus,canc
C34.01,ICD10CM,Malignant neoplasm of right main bronchus,canc
C34.02,ICD10CM,Malignant neoplasm of left main bronchus,canc
C34.10,ICD10CM,"Malignant neoplasm of upper lobe, unspecified bronchus or lung",canc
C34.11,ICD10CM,"Malignant neoplasm of upper lobe, right bronchus or lung",canc
C34.12,ICD10CM,"Malignant neoplasm of upper lobe, left bronchus or lung",canc
C34.30,ICD10CM,"Malignant neoplasm of lower lobe, unspecified bronchus or lung",canc
C34.31,ICD10CM,"Malignant neoplasm of lower lobe, right bronchus or lung",canc
C34.32,ICD10CM,"Malignant neoplasm of lower lobe, left bronchus or lung",canc
C34.80,ICD10CM,Malignant neoplasm of overlapping sites of unspecified bronchus and lung,canc
C34.81,ICD10CM,Malignant neoplasm of overlapping sites of right bronchus and lung,canc
C34.82,ICD10CM,Malignant neoplasm of overlapping sites of left bronchus and lung,canc
C34.90,ICD10CM,Malignant neoplasm of unspecified part of unspecified bronchus or lung,canc
C34.91,ICD10CM,Malignant neoplasm of unspecified part of right bronchus or lung,canc
C34.92,ICD10CM,Malignant neoplasm of unspecified part of left bronchus or lung,canc
C39.9,ICD10CM,"Malignant neoplasm of lower respiratory tract, part unspecified",canc
C40.00,ICD10CM,Malignant neoplasm of scapula and long bones of unspecified upper limb,canc
C40.01,ICD10CM,Malignant neoplasm of scapula and long bones of right upper limb,canc
C40.02,ICD10CM,Malignant neoplasm of scapula and long bones of left upper limb,canc
C40.10,ICD10CM,Malignant neoplasm of short bones of unspecified upper limb,canc
C40.11,ICD10CM,Malignant neoplasm of short bones of right upper limb,canc
C40.12,ICD10CM,Malignant neoplasm of short bones of left upper limb,canc
C40.20,ICD10CM,Malignant neoplasm of long bones of unspecified lower limb,canc
C40.21,ICD10CM,Malignant neoplasm of long bones of right lower limb,canc
C40.22,ICD10CM,Malignant neoplasm of long bones of left lower limb,canc
C40.30,ICD10CM,Malignant neoplasm of short bones of unspecified lower limb,canc
C40.31,ICD10CM,Malignant neoplasm of short bones of right lower limb,canc
C40.32,ICD10CM,Malignant neoplasm of short bones of left lower limb,canc
C40.80,ICD10CM,Malignant neoplasm of overlapping sites of bone and articular cartilage of unspecified limb,canc
C40.81,ICD10CM,Malignant neoplasm of overlapping sites of bone and articular cartilage of right limb,canc
C40.82,ICD10CM,Malignant neoplasm of overlapping sites of bone and articular cartilage of left limb,canc
C40.90,ICD10CM,Malignant neoplasm of unspecified bones and articular cartilage of unspecified limb,canc
C40.91,ICD10CM,Malignant neoplasm of unspecified bones and articular cartilage of right limb,canc
C40.92,ICD10CM,Malignant neoplasm of unspecified bones and articular cartilage of left limb,canc
C43.10,ICD10CM,"Malignant melanoma of unspecified eyelid, including canthus",canc
C43.20,ICD10CM,Malignant melanoma of unspecified ear and external auricular canal,canc
C43.21,ICD10CM,Malignant melanoma of right ear and external auricular canal,canc
C43.22,ICD10CM,Malignant melanoma of left ear and external auricular canal,canc
C43.30,ICD10CM,Malignant melanoma of unspecified part of face,canc
C43.31,ICD10CM,Malignant melanoma of nose,canc
C43.39,ICD10CM,Malignant melanoma of other parts of face,canc
C43.51,ICD10CM,Malignant melanoma of anal skin,canc
C43.59,ICD10CM,Malignant melanoma of other part of trunk,canc
C43.60,ICD10CM,"Malignant melanoma of unspecified upper limb, including shoulder",canc
C43.61,ICD10CM,"Malignant melanoma of right upper limb, including shoulder",canc
C43.62,ICD10CM,"Malignant melanoma of left upper limb, including shoulder",canc
C43.70,ICD10CM,"Malignant melanoma of unspecified lower limb, including hip",canc
C43.71,ICD10CM,"Malignant melanoma of right lower limb, including hip",canc
C43.72,ICD10CM,"Malignant melanoma of left lower limb, including hip",canc
C46.50,ICD10CM,Kaposi's sarcoma of unspecified lung,canc
C46.51,ICD10CM,Kaposi's sarcoma of right lung,canc
C46.52,ICD10CM,Kaposi's sarcoma of left lung,canc
C47.10,ICD10CM,"Malignant neoplasm of peripheral nerves of unspecified upper limb, including shoulder",canc
C47.11,ICD10CM,"Malignant neoplasm of peripheral nerves of right upper limb, including shoulder",canc
C47.12,ICD10CM,"Malignant neoplasm of peripheral nerves of left upper limb, including shoulder",canc
C47.20,ICD10CM,"Malignant neoplasm of peripheral nerves of unspecified lower limb, including hip",canc
C47.21,ICD10CM,"Malignant neoplasm of peripheral nerves of right lower limb, including hip",canc
C47.22,ICD10CM,"Malignant neoplasm of peripheral nerves of left lower limb, including hip",canc
C49.10,ICD10CM,"Malignant neoplasm of connective and soft tissue of unspecified upper limb, including shoulder",canc
C49.11,ICD10CM,"Malignant neoplasm of connective and soft tissue of right upper limb, including shoulder",canc
C49.12,ICD10CM,"Malignant neoplasm of connective and soft tissue of left upper limb, including shoulder",canc
C49.20,ICD10CM,"Malignant neoplasm of connective and soft tissue of unspecified lower limb, including hip",canc
C49.21,ICD10CM,"Malignant neoplasm of connective and soft tissue of right lower limb, including hip",canc
C49.22,ICD10CM,"Malignant neoplasm of connective and soft tissue of left lower limb, including hip",canc
C50.011,ICD10CM,"Malignant neoplasm of nipple and areola, right female breast",canc
C50.012,ICD10CM,"Malignant neoplasm of nipple and areola, left female breast",canc
C50.019,ICD10CM,"Malignant neoplasm of nipple and areola, unspecified female breast",canc
C50.021,ICD10CM,"Malignant neoplasm of nipple and areola, right male breast",canc
C50.022,ICD10CM,"Malignant neoplasm of nipple and areola, left male breast",canc
C50.029,ICD10CM,"Malignant neoplasm of nipple and areola, unspecified male breast",canc
C50.111,ICD10CM,Malignant neoplasm of central portion of right female breast,canc
C50.112,ICD10CM,Malignant neoplasm of central portion of left female breast,canc
C50.119,ICD10CM,Malignant neoplasm of central portion of unspecified female breast,canc
C50.121,ICD10CM,Malignant neoplasm of central portion of right male breast,canc
C50.122,ICD10CM,Malignant neoplasm of central portion of left male breast,canc
C50.129,ICD10CM,Malignant neoplasm of central portion of unspecified male breast,canc
C50.211,ICD10CM,Malignant neoplasm of upper-inner quadrant of right female breast,canc
C50.212,ICD10CM,Malignant neoplasm of upper-inner quadrant of left female breast,canc
C50.219,ICD10CM,Malignant neoplasm of upper-inner quadrant of unspecified female breast,canc
C50.221,ICD10CM,Malignant neoplasm of upper-inner quadrant of right male breast,canc
C50.222,ICD10CM,Malignant neoplasm of upper-inner quadrant of left male breast,canc
C50.229,ICD10CM,Malignant neoplasm of upper-inner quadrant of unspecified male breast,canc
C50.311,ICD10CM,Malignant neoplasm of lower-inner quadrant of right female breast,canc
C50.312,ICD10CM,Malignant neoplasm of lower-inner quadrant of left female breast,canc
C50.319,ICD10CM,Malignant neoplasm of lower-inner quadrant of unspecified female breast,canc
C50.321,ICD10CM,Malignant neoplasm of lower-inner quadrant of right male breast,canc
C50.322,ICD10CM,Malignant neoplasm of lower-inner quadrant of left male breast,canc
C50.329,ICD10CM,Malignant neoplasm of lower-inner quadrant of unspecified male breast,canc
C50.411,ICD10CM,Malignant neoplasm of upper-outer quadrant of right female breast,canc
C50.412,ICD10CM,Malignant neoplasm of upper-outer quadrant of left female breast,canc
C50.419,ICD10CM,Malignant neoplasm of upper-outer quadrant of unspecified female breast,canc
C50.421,ICD10CM,Malignant neoplasm of upper-outer quadrant of right male breast,canc
C50.422,ICD10CM,Malignant neoplasm of upper-outer quadrant of left male breast,canc
C50.429,ICD10CM,Malignant neoplasm of upper-outer quadrant of unspecified male breast,canc
C50.511,ICD10CM,Malignant neoplasm of lower-outer quadrant of right female breast,canc
C50.512,ICD10CM,Malignant neoplasm of lower-outer quadrant of left female breast,canc
C50.519,ICD10CM,Malignant neoplasm of lower-outer quadrant of unspecified female breast,canc
C50.521,ICD10CM,Malignant neoplasm of lower-outer quadrant of right male breast,canc
C50.522,ICD10CM,Malignant neoplasm of lower-outer quadrant of left male breast,canc
C50.529,ICD10CM,Malignant neoplasm of lower-outer quadrant of unspecified male breast,canc
C50.611,ICD10CM,Malignant neoplasm of axillary tail of right female breast,canc
C50.612,ICD10CM,Malignant neoplasm of axillary tail of left female breast,canc
C50.619,ICD10CM,Malignant neoplasm of axillary tail of unspecified female breast,canc
C50.621,ICD10CM,Malignant neoplasm of axillary tail of right male breast,canc
C50.622,ICD10CM,Malignant neoplasm of axillary tail of left male breast,canc
C50.629,ICD10CM,Malignant neoplasm of axillary tail of unspecified male breast,canc
C50.811,ICD10CM,Malignant neoplasm of overlapping sites of right female breast,canc
C50.812,ICD10CM,Malignant neoplasm of overlapping sites of left female breast,canc
C50.819,ICD10CM,Malignant neoplasm of overlapping sites of unspecified female breast,canc
C50.821,ICD10CM,Malignant neoplasm of overlapping sites of right male breast,canc
C50.822,ICD10CM,Malignant neoplasm of overlapping sites of left male breast,canc
C50.829,ICD10CM,Malignant neoplasm of overlapping sites of unspecified male breast,canc
C50.911,ICD10CM,Malignant neoplasm of unspecified site of right female breast,canc
C50.912,ICD10CM,Malignant neoplasm of unspecified site of left female breast,canc
C50.919,ICD10CM,Malignant neoplasm of unspecified site of unspecified female breast,canc
C50.921,ICD10CM,Malignant neoplasm of unspecified site of right male breast,canc
C50.922,ICD10CM,Malignant neoplasm of unspecified site of left male breast,canc
C50.929,ICD10CM,Malignant neoplasm of unspecified site of unspecified male breast,canc
C56.1,ICD10CM,Malignant neoplasm of right ovary,canc
C56.9,ICD10CM,Malignant neoplasm of unspecified ovary,canc
C57.00,ICD10CM,Malignant neoplasm of unspecified fallopian tube,canc
C57.01,ICD10CM,Malignant neoplasm of right fallopian tube,canc
C57.02,ICD10CM,Malignant neoplasm of left fallopian tube,canc
C57.10,ICD10CM,Malignant neoplasm of unspecified broad ligament,canc
C57.11,ICD10CM,Malignant neoplasm of right broad ligament,canc
C57.12,ICD10CM,Malignant neoplasm of left broad ligament,canc
C57.20,ICD10CM,Malignant neoplasm of unspecified round ligament,canc
C57.21,ICD10CM,Malignant neoplasm of right round ligament,canc
C57.22,ICD10CM,Malignant neoplasm of left round ligament,canc
C62.00,ICD10CM,Malignant neoplasm of unspecified undescended testis,canc
C62.01,ICD10CM,Malignant neoplasm of undescended right testis,canc
C62.02,ICD10CM,Malignant neoplasm of undescended left testis,canc
C62.10,ICD10CM,Malignant neoplasm of unspecified descended testis,canc
C62.11,ICD10CM,Malignant neoplasm of descended right testis,canc
C62.12,ICD10CM,Malignant neoplasm of descended left testis,canc
C62.90,ICD10CM,"Malignant neoplasm of unspecified testis, unspecified whether descended or undescended",canc
C62.91,ICD10CM,"Malignant neoplasm of right testis, unspecified whether descended or undescended",canc
C62.92,ICD10CM,"Malignant neoplasm of left testis, unspecified whether descended or undescended",canc
C63.00,ICD10CM,Malignant neoplasm of unspecified epididymis,canc
C63.01,ICD10CM,Malignant neoplasm of right epididymis,canc
C63.02,ICD10CM,Malignant neoplasm of left epididymis,canc
C63.10,ICD10CM,Malignant neoplasm of unspecified spermatic cord,canc
C63.11,ICD10CM,Malignant neoplasm of right spermatic cord,canc
C63.12,ICD10CM,Malignant neoplasm of left spermatic cord,canc
C64.1,ICD10CM,"Malignant neoplasm of right kidney, except renal pelvis",canc
C64.9,ICD10CM,"Malignant neoplasm of unspecified kidney, except renal pelvis",canc
C65.1,ICD10CM,Malignant neoplasm of right renal pelvis,canc
C65.9,ICD10CM,Malignant neoplasm of unspecified renal pelvis,canc
C66.1,ICD10CM,Malignant neoplasm of right ureter,canc
C66.9,ICD10CM,Malignant neoplasm of unspecified ureter,canc
